Name,Price,Loan,Cards,Overdraft,Remarketing,C1_UC,C2_UC,C3_UC,C4_UC,C5_UC,C6_UC,C1_Elig,C2_Elig,C3_Elig,C4_Elig,C5_Elig,C6_Elig,C1_Mean_profit,C2_Mean_profit,C3_Mean_profit,C4_Mean_profit,C5_Mean_profit,C6_Mean_profit,C1_ROI,C2_ROI,C3_ROI,C4_ROI,C5_ROI,C6_ROI
Quens,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
